listing,Brand,price,serial,condition,,weight,stock,,,,,Brand
Fano Alt de Facto RB12T Ember X-Light Distress,Other,"$4,729.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Jackson Custom Shop Soloist 2H FR Sage Green Metallic,Other,"$6,199.99 ",#J11050,NEW,,Weight: 7lbs 15oz,In Stock!,,,,,#N/A
Epiphone SG Standard TV Yellow,Epiphone,$599.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone SG Standard Cherry,Epiphone,$599.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone Les Paul Standard '60s Figured LEFTY Iced Tea Burst,Epiphone,$699.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone Les Paul Standard '60s Silver Mist,Epiphone,$699.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone Les Paul Standard '60s Figured Iced Tea Burst,Epiphone,$699.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone Les Paul Standard '60s Figured Fucshia,Epiphone,$699.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone Les Paul Standard '60s Ebony,Epiphone,$699.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone SG Standard Silver Mist,Epiphone,$599.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone SG Standard Pelham Blue,Epiphone,$599.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Sterling by Music Man StingRay Plus Seafoam Green,Other,$599.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Eastman Limited Edition SB58/TV Sunburst Truetone Vintage Gloss,Other,"$2,749.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Epiphone Les Paul Standard '50s Figured Seafoam Green,Epiphone,$699.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone Les Paul Standard '50s Figured Washed Cherry Sunburst,Epiphone,$699.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone Les Paul Standard '50s Goldtop,Epiphone,$699.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone Les Paul Standard '50s Cardinal Red,Epiphone,$699.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Fender Custom Shop Postmodern Telecaster Journeyman Relic Aged Butterscotch Blonde,Fender,"$5,000.00 ",#XN17583,NEW,,Weight: 6lbs 10oz,In Stock!,,,,,Fender
Fender Custom Shop 1967 Stratocaster Relic with Closet Classic Hardware Aged Blue Ice Metallic,Fender,"$5,100.00 ",#CZ552251,NEW,,Weight: 8lbs,In Stock!,,,,,Fender
Gibson Custom Shop 1956 Les Paul Goldtop Reissue Double Gold All Over Ultralight Back Murphy Lab Heavy Aged,Gibson,"$9,599.00 ",#64501,USED,,Weight: 8lbs 8oz,In Stock!,,,,,Gibson
Reverend Six Gun HPP Chronic Blue Burst,Other,"$1,199.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Sensei H90 Chronic Blue Burst,Other,"$1,099.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Ryan Malicsi Signature White Gold Sparkle,Other,"$1,199.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Pete Anderson Eastsider E Vintage Yellow,Other,"$1,099.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Pete Anderson Eastsider E Midnight Black,Other,"$1,099.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Descent RA Periwinkle Burst,Other,"$1,199.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Double Agent W Periwinkle Burst,Other,"$1,099.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Double Agent OG Chronic Blue Burst,Other,$999.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Charger HB Periwinkle Burst,Other,$999.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Charger 290 w/Bigsby Chronic Blue,Other,"$1,199.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Charger 290 w/Bigsby Army Green,Other,"$1,199.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Jackson Limited Edition Pro Plus Pure Metal Kelly KE1A Gloss Black,Other,"$1,469.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Jackson Limited Edition Pro Plus Pure Metal Rhoads RR1A Gloss Black,Other,"$1,579.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Jackson JS Series Surfcaster JS22 HT Snow White,Other,$299.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Jackson JS Series Surfcaster JS22 HT Gloss Black,Other,$299.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Bob Balch Signature FR Silver Burst,Other,"$1,399.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Gretsch Limited Edition G2655TG Streamliner Center Block Jr. Double-Cut with Bigsby Riviera Blue,Other,$739.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Bob Balch Signature FR High Tide Blue,Other,"$1,399.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Gretsch Limited Edition G2420TG Streamliner Hollow Body with Bigsby Cadillac Green,Other,$739.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Gretsch Limited Edition G2622TG Streamliner Center Block Double-Cut with Bigsby Midnight Sapphire,Other,$739.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Gretsch Broadkaster LX Center Block with String-Thru Bigsby and Gold Hardware Cadillac Green,Other,"$2,839.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Fender Standard Telecaster 3-Color Sunburst,Fender,$629.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Standard Telecaster Butterscotch Blonde,Fender,$629.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Standard Telecaster Aqua Marine Metallic,Fender,$629.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Standard Stratocaster HSS Black,Fender,$629.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Standard Stratocaster HSS Candy Cola,Fender,$629.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Standard Stratocaster HSS Aqua Marine Metallic,Fender,$629.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Standard Stratocaster Aqua Marine Metallic,Fender,$629.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Standard Stratocaster 3-Color Sunburst,Fender,$629.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Standard Stratocaster Candy Cola,Fender,$629.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Standard Stratocaster Olympic White,Fender,$629.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Limited Edition Player II Telecaster Sparkle 3-Color Sunburst,Fender,$944.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender American Vintage II 1965 Stratocaster Candy Apple Red,Fender,"$2,419.99 ",#N/A,NEW,,,In Stock!,,,,,Fender
Fender Limited Edition Player II Stratocaster Sparkle 3-Color Sunburst,Fender,$944.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender American Vintage II 1965 Stratocaster Shoreline Gold,Fender,"$2,419.99 ",#N/A,NEW,,,In Stock!,,,,,Fender
Fender American Vintage II 1957 Stratocaster Black,Fender,"$2,419.99 ",#N/A,NEW,,,In Stock!,,,,,Fender
Fender Standard Telecaster Olympic White,Fender,$629.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender American Vintage II 1965 Stratocaster Sonic Blue,Fender,"$2,419.99 ",#N/A,NEW,,,In Stock!,,,,,Fender
Gretsch Limited Edition Electromatic Flame Okoume Broadkaster Jr. Single -Cut with Bigsby Roundup Orange,Other,"$1,579.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
EVH SA-126 Standard Pelham Green,Other,"$1,049.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Gretsch Limited Edition Electromatic Flame Okoume Broadkaster Double-Cut with Bigsby Roundup Orange,Other,"$1,579.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
EVH SA-126 Standard Piano Black,Other,"$1,049.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
EVH Wolfgang Standard T.O.M. Gloss Black,Other,$629.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Charvel Pro-Mod Plus So-Cal Style 1 HH EVTN6 E Midnight Blue,Other,"$1,799.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
EVH Wolfgang Special T.O.M. Oxblood,Other,"$1,369.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
EVH SA-126 Standard Satin Vintage White,Other,$949.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
EVH SA-126 Standard Wine Red,Other,"$1,159.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
EVH Wolfgang WG Standard Battleship Gray,Other,$470.00 ,#ICE2300220,USED,,Weight: 7lbs 10oz,In Stock!,,,,,#N/A
Eastman FullerTone DC'62 Moss Black Truetone Satin,Other,$939.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Eastman FullerTone SC'52 Desert Sand Truetone Satin,Other,$899.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Eastman D'Ambrosio SC 54 Swamp Ash 2-Tone Sunburst w/Lollar Royal T the & Special T,Other,"$3,799.00 ",#24080,NEW,,Weight: 6lbs 15oz,In Stock!,,,,,#N/A
Suhr Classic T Vintage LE Firemist Silver w/Roasted Maple Neck,Other,"$3,549.00 ",#85099,NEW,,Weight: 7lbs 5oz,In Stock!,,,,,#N/A
PRS Swamp Ash Special Maple Vintage Natural,Other,"$2,899.00 ",#0406402,NEW,,,In Stock!,,,,,#N/A
Sterling By Music Man John Petrucci JP60 Mystic Dream,Other,$679.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Fender Custom Shop LTD 70th Anniversary 1954 Stratocaster Time Capsule Wide Fade 2-Color Sunburst,Fender,"$4,500.00 ",#XN5264,NEW,,Weight: 7lbs 5oz,In Stock!,,,,,Fender
Fender Custom Shop Limited Edition Twisted Rosewood Telecaster NOS Natural,Fender,"$5,425.00 ",#CZ577013,NEW,,Weight: 8lbs 8oz,In Stock!,,,,,Fender
Fender Custom Shop LTD 70th Anniversary 1954 Stratocaster Deluxe Closet Classic Wide Fade 2-Color Sunburst,Fender,"$4,750.00 ",#XN4948,NEW,,Weight: 7lbs 10oz,In Stock!,,,,,Fender
"Gibson Custom Shop 1958 Les Paul Standard ""CME Spec"" Kindred Burst Light Aged w/60 V2 Neck",Gibson,"$6,209.00 ",#841469,USED,,Weight: 9lbs 1oz,In Stock!,,,,,Gibson
PRS McCarty 594 Singlecut 10 Top Yellow Tiger,Other,"$5,600.00 ",#0399095,NEW,,Weight: 8lbs 9oz,In Stock!,,,,,#N/A
Fender Custom Shop 1959 Telecaster Journeyman Relic Faded Aged Chocolate 3-Color Sunburst,Fender,"$4,550.00 ",#CZ552134,NEW,,Weight: 6lbs 13oz,In Stock!,,,,,Fender
PRS Swamp Ash Special Maple Black Doghair Smokeburst,Other,"$2,899.00 ",#0402554,NEW,,Weight: 8lbs 10oz,In Stock!,,,,,#N/A
Ibanez AZ24S1FVLS AZ Standard Electric Guitar Violin Sunburst,Ibanez,$599.99 ,#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez AZ24S1FTXB AZ Standard Electric Guitar Transparent Turquoise Burst,Ibanez,$599.99 ,#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez AZ22S1FTXB AZ Standard Electric Guitar Transparent Turquoise Burst,Ibanez,$599.99 ,#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez S6570BWENT S Prestige Electric Guitar Natural,Ibanez,"$2,299.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
PRS CE 24 Faded Blue Smokeburst,Other,"$2,699.00 ",#0397266,NEW,,Weight: 7lbs 9oz,In Stock!,,,,,#N/A
Gretsch Chet Atkins Tennessean Walnut 1965,Other,"$1,795.00 ",#82130,VINTAGE,,Weight: 6lbs 14oz,In Stock!,,,,,#N/A
Ibanez AS93FMTMG AS Artcore Expressionist Electric Guitar Transparent Moss Green,Ibanez,$769.99 ,#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez AS93SPBK AS Artcore Expressionist Electric Guitar Black,Ibanez,$899.99 ,#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez AS93QMSPDBS AS Artcore Expressionist Electric Guitar Dark Brown Sunburst,Ibanez,$999.99 ,#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez AZ22S1FTKS AZ Standard Electric Guitar Transparent Black Sunburst,Ibanez,$599.99 ,#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez AZ2204NWVR AZ Prestige Electric Guitar Vermillion Red,Ibanez,"$2,199.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez AZ2204NVGF AZ Prestige Electric Guitar Ivy Green Metallic Flat,Ibanez,"$2,199.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez AZ2203NTDBF AZ Prestige Electric Guitar Dark Tide Blue Flat,Ibanez,"$2,249.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez AZ2204PW AZ Prestige Electric Guitar Pearl White,Ibanez,"$2,199.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez AZ2402AGM AZ Prestige Electric Guitar Apple Green Metallic,Ibanez,"$2,199.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez AS73TTF AS Artcore Electric Guitar Transparent Tangerine Flat,Ibanez,$499.99 ,#N/A,NEW,,,In Stock!,,,,,Ibanez
Dunable DE Asteroid Korina Aged Clear w/Bare Knuckle The Mule Humbuckers,Other,"$1,499.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Squier Classic Vibe '50s Telecaster White Blonde w/Gold Hardware,Squier,$505.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Suhr Classic T Vintage LE Seafoam Green w/Roasted Maple Neck,Other,"$3,549.00 ",#85101,NEW,,Weight: 7lbs,In Stock!,,,,,#N/A
"Gibson Custom Shop 1959 Les Paul Standard ""CME Spec"" Lemon Burst Murphy Lab Ultra Heavy Aged w/Ultralight Back",Gibson,"$12,099.00 ",#943670,NEW,,Weight: 8lbs 3oz,In Stock!,,,,,Gibson
Heritage Custom Shop Core H-575 Hollow Body Antique Natural,Other,"$5,999.00 ",#HC1241543,NEW,,Weight: 7lbs 1oz,In Stock!,,,,,#N/A
Dunable DE Asteroid Matte Black w/Floyd Rose LEFTY,Other,"$1,499.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
"Gibson Custom Shop Murphy Lab 1961 LP/SG Standard ""CME Spec"" Heavy Antique Ebony Heavy Aged w/Maestro Vibrola",Gibson,"$7,599.00 ",#402581,USED,,Weight: 7lbs 8oz,In Stock!,,,,,Gibson
"Gibson Custom Shop Murphy Lab 1967 Flying V ""CME Spec"" Heavy Antique GT Filler Heavy Aged w/Maestro Vibrola",Gibson,"$8,099.00 ",#400347,NEW,,Weight: 6lbs 4oz,In Stock!,,,,,Gibson
Fender Custom Shop 1963 Jaguar Deluxe Closet Classic Aged Inca Silver,Fender,"$5,750.00 ",#CZ582962,NEW,,Weight: 8lbs 9oz,In Stock!,,,,,Fender
"Fender Custom Shop 1962 Jazzmaster ""Chicago Special"" NOS Aged Surf Burst Sparkle w/Roasted Neck & Gold Hardware",Fender,"$4,880.00 ",#R127832,NEW,,Weight: 8lbs 13oz,In Stock!,,,,,Fender
Kramer Original Jersey Star White Pearl,Other,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Suhr Classic T Vintage LE Lake Placid Blue w/Roasted Maple Neck,Other,"$3,549.00 ",#85100,NEW,,Weight: 7lbs 2oz,In Stock!,,,,,#N/A
Suhr Custom Classic S Swamp Ash HSS Trans Seafoam Green w/Roasted Maple Neck,Other,"$4,199.00 ",#80741,USED,,Weight: 7lbs 12oz,In Stock!,,,,,#N/A
"Fender Custom Shop 1962 Jazzmaster ""Chicago Special"" NOS Aged Surf Burst Sparkle w/Roasted Neck & Gold Hardware",Fender,"$4,880.00 ",#R130935,NEW,,Weight: 8lbs 14oz,In Stock!,,,,,Fender
Heritage Standard H-575 Hollow Body Antique Natural,Other,"$4,499.00 ",#1241342,NEW,,Weight: 6lbs 12oz,In Stock!,,,,,#N/A
Squier Classic Vibe '70s Jaguar Gold Sparkle,Squier,$524.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Suhr Custom Classic T Cactus Green Metallic w/Roasted Maple Neck,Other,"$4,299.00 ",#80768,USED,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
Suhr Custom Classic S Swamp Ash HSS Trans Daphne Blue w/Roasted Maple Neck,Other,"$4,199.00 ",#80739,USED,,Weight: 8lbs,In Stock!,,,,,#N/A
Fano Alt de Facto JM6 Cadillac Green Light Distress w/McNelly Pickups & Stainless Steel Frets,Other,"$4,710.00 ",#241116,NEW,,Weight: 6lbs 10oz,In Stock!,,,,,#N/A
"Gibson Custom Shop 1961 ES-335 Reissue ""CME Spec"" Antique Heather Poly VOS",Gibson,"$5,899.00 ",#140538,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,Gibson
PRS Wood Library McCarty 594 Singlecut 10-Top Quilt Trampas Green w/Korina Body/Neck & Brazilian Rosewood Fingerboard,Other,"$5,760.00 ",#0397735,NEW,,Weight: 10lbs 13oz,In Stock!,,,,,#N/A
"Gibson Custom Shop Murphy Lab 1961 Les Paul SG Standard ""CME Spec"" Ultra Light Aged Heavy Antique Pelham Blue w/Stop Bar & Grovers",Gibson,"$5,399.00 ",#402591,NEW,,Weight: 7lbs 2oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1959 ES-345 ""CME Spec"" Burgundy Sparkle Gloss",Gibson,"$7,699.00 ",#A940564,NEW,,Weight: 8lbs 6oz,In Stock!,,,,,Gibson
Rickenbacker 330 Fireglo 1968,Other,"$4,995.00 ",#HC6280,VINTAGE,,Weight: 7lbs 1oz,In Stock!,,,,,#N/A
Mayones Regius 7 Trans Aqua Marine 2019,Other,"$3,695.00 ",#RF2006064,USED,,Weight: 7lbs 13oz,In Stock!,,,,,#N/A
Gibson Custom Shop 1965 Non-Reverse Firebird V Silvermist Poly VOS w/Maestro,Gibson,"$6,199.00 ",#401065,NEW,,Weight: 8lbs 10oz,In Stock!,,,,,Gibson
Fender Custom Shop LTD 70th Anniversary 1954 Stratocaster Super Heavy Relic Copper,Fender,"$5,825.00 ",#XN4711,NEW,,Weight: 7lbs 9oz,In Stock!,,,,,Fender
Suhr Classic T Vintage LE Fiesta Red w/Roasted Maple Neck,Other,"$3,549.00 ",#85097,NEW,,Weight: 6lbs 15oz,In Stock!,,,,,#N/A
PRS Paul's Guitar 10 Top Black Gold Wraparound Burst,Other,"$5,840.00 ",#0395817,NEW,,Weight: 7lbs 10oz,In Stock!,,,,,#N/A
Music Man Valentine Trans Buttermilk,Other,"$2,999.00 ",#H08173,NEW,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
Paoletti Nancy Lounge Aged Chestnut Heavy Surf Green,Other,"$4,599.00 ",#248124,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,#N/A
Gretsch Streamliner Jet Club Single-Cut with Wraparound Dark Denim,Other,$419.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Fender Custom Shop '59 250K Jazzmaster Journeyman Relic Aged Dakota Red,Fender,"$5,900.00 ",#CZ582662,NEW,,Weight: 8lbs 3oz,In Stock!,,,,,Fender
Fender American Ultra II Stratocaster Sinister Red,Fender,"$2,299.99 ",#US240033008,NEW,,Weight: 8lbs 3oz,In Stock!,,,,,Fender
Gibson Custom Shop Artist Jimmy Page EDS-1275 Doubleneck 69 Cherry VOS,Gibson,"$9,999.00 ",#CS403451,NEW,,Weight: 11lbs 2oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1959 Les Paul Standard ""CME Spec"" Orange Lemon Fade VOS w/59 Carmelita Neck",Gibson,"$6,999.00 ",#943842,USED,,Weight: 8lbs 9oz,In Stock!,,,,,Gibson
Jackson JS Series Rhoads JS32 Lefty Satin Gray,Other,$449.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Heritage Custom Shop Core H-535 Semi-Hollow Body Original Sunburst w/Bigsby,Other,"$4,799.00 ",#HC1241408,NEW,,Weight: 8lbs 13oz,In Stock!,,,,,#N/A
"Gibson Custom Shop 1959 ES-335 Reissue ""CME Spec"" Antique Kerry Green Murphy Lab Ultra Light Aged w/Bigsby",Gibson,"$8,299.00 ",#A940487,NEW,,Weight: 8lbs 14oz,In Stock!,,,,,Gibson
Gibson Custom Shop Murphy Lab 1959 Les Paul Standard Reissue Sunrise Teaburst Ultra Light Aged,Gibson,"$7,199.00 ",#943886,NEW,,Weight: 8lbs 15oz,In Stock!,,,,,Gibson
Schecter Synyster Gates Custom-7 TR Headless Electric Guitar Oak Green Metallic,Other,"$2,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Jackson JS Series Dinky Minion JS1X Infinity Blue,Other,$219.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Jackson X Series Scott Ian KVXTT Candy Apple Red,Other,$839.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Jackson X Series Rhoads RRX24 Black w/Yellow Bevels,Other,$949.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Eastman Limited Edition T64 Truetone Vintage Black w/Bigsby,Other,"$2,249.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Eastman Limited Edition T59 Truetone Vintage Black w/Bigsby,Other,"$2,799.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Fender Artist Limited Edition Chris Shiflett Cleaver Telecaster Deluxe Dakota Red,Fender,"$2,629.99 ",#N/A,NEW,,,In Stock!,,,,,Fender
Fender Artist Limited Edition Chris Shiflett Cleaver Telecaster Deluxe Charcoal Frost Metallic,Fender,"$2,629.99 ",#N/A,NEW,,,In Stock!,,,,,Fender
Mayones Regius 7 Baritone Flamed Maple/Swamp Ash Antique Black,Other,"$6,990.00 ",#RF2408956,NEW,,Weight: 8lbs 15oz,In Stock!,,,,,#N/A
Yamaha Pacifica 612VIIX Electric Guitar Mist Green,Other,$779.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Yamaha Pacifica 612VIIX Electric Guitar Vintage White,Other,$779.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Eastman T60/TV Truetone Vintage Sunburst w/Lollar Dogear P90 Pickups,Other,"$1,999.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Suhr Classic S HSS Porsche Red,Other,"$3,699.00 ",#85092,NEW,,Weight: 8lbs,In Stock!,,,,,#N/A
Suhr Classic S HSS Root Beer Metallic,Other,"$3,699.00 ",#85091,NEW,,Weight: 7lbs 15oz,In Stock!,,,,,#N/A
Suhr Classic S HSS Pewter Metallic,Other,"$3,699.00 ",#85090,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,#N/A
Collings I-35 LC Aged Lemon Burst w/Bigsby,Other,"$7,575.00 ",#I35LC242339,NEW,,Weight: 7lbs 8oz,In Stock!,,,,,#N/A
Gibson Artist Mary Ford Les Paul Standard Gold Top w/Cherry Back,Gibson,"$2,999.00 ",#221340385,NEW,,Weight: 9lbs 9oz,In Stock!,,,,,Gibson
Epiphone SG Tribute Ebony,Epiphone,$279.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone Les Paul Tribute Vintage Sunburst,Epiphone,$299.00 ,#N/A,NEW,,,In Stock!,,,,,Epiphone
Suhr Classic S HSS Ice Blue Metallic,Other,"$3,699.00 ",#85088,USED,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
PRS 40th Anniversary Limited Edition Custom 24 Tiger Eye,Other,"$6,850.00 ",#0397658,NEW,,Weight: 8lbs 5oz,In Stock!,,,,,#N/A
Epiphone EA7P Professional Guitar and Amp Outfit Cherry 1962,Epiphone,"$4,995.00 ",#94949,VINTAGE,,Weight: 8lbs 8oz,In Stock!,,,,,Epiphone
Fender Custom Shop '68 Stratocaster Deluxe Closet Classic Aged Teal Green Metallic,Fender,"$4,750.00 ",#CZ581974,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,Fender
Chapman Guardian Cyber Silver Burst Metallic Satin,Other,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Collings I-35 LC Vintage Aged Tobacco Sunburst w/Bigsby,Other,"$8,100.00 ",#I35LC242343,NEW,,Weight: 7lbs 5oz,In Stock!,,,,,#N/A
Gibson Artist Mary Ford Les Paul Standard Gold Top w/Cherry Back,Gibson,"$2,999.00 ",#213640171,USED,,Weight: 10lbs 5oz,In Stock!,,,,,Gibson
Suhr Classic T Antique SS 2-Tone Tobacco Burst SSCII,Other,"$3,699.00 ",#78316,USED,,Weight: 7lbs 4oz,In Stock!,,,,,#N/A
PRS CE 24 Dark Cherry Sunburst,Other,"$2,699.00 ",#0395047,NEW,,Weight: 7lbs 14oz,In Stock!,,,,,#N/A
Gibson Les Paul Recording Alpine White 1976,Gibson,"$5,995.00 ",##00111575,VINTAGE,,Weight: 11lbs 15oz,In Stock!,,,,,Gibson
Gibson Les Paul Recording Ebony 1974,Gibson,"$8,495.00 ",#301268,VINTAGE,,Weight: 10lbs 12oz,In Stock!,,,,,Gibson
Eastman D'Ambrosio Offset '63 Phoenix Pine 3-Tone Sunburst w/Lollar Goldfoil Pickups,Other,"$3,999.00 ",#24072,NEW,,Weight: 7lbs 8oz,In Stock!,,,,,#N/A
Dunable DE Yeti Swamp Ash Matte Black,Other,"$1,399.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Fender Custom Shop LTD 70th Anniversary 1954 Stratocaster Journeyman Relic Black,Fender,"$4,875.00 ",#XN5156,NEW,,Weight: 7lbs 7oz,In Stock!,,,,,Fender
Jackson Pro Series Signature Jeff Loomis Soloist SL7 HT Black Ash,Other,"$1,789.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Rock n Roll Relics Revenge Old Growth Flame Maple Top Dirty Lemon w/Old Growth Brazilian Rosewood Fingerboard,Other,"$6,500.00 ",#241718,NEW,,Weight: 7lbs 10oz,In Stock!,,,,,#N/A
PRS SE Hollowbody Standard Dog Hair Smokeburst,Other,"$1,029.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE CE 24 Standard Satin Ice Blue Metallic,Other,$499.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE CE 24 Standard Satin Metallic Silver,Other,$499.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE CE 24 Standard Satin Metallic Gold,Other,$499.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE Custom 24 Semi-Hollow Piezo Vintage Sunburst,Other,"$1,599.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE Custom 24 Semi-Hollow Piezo Lake Blue,Other,"$1,599.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE Custom 24-08 Charcoal Cherry Burst,Other,$949.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Gibson ES-330TC Cherry 1963,Gibson,"$5,995.00 ",#75271,VINTAGE,,Weight: 5lbs 10oz,In Stock!,,,,,Gibson
Fender Custom Shop LTD 70th Anniversary 1954 Stratocaster Relic Candy Apple Red,Fender,"$5,025.00 ",#XN4936,NEW,,Weight: 7lbs 10oz,In Stock!,,,,,Fender
